ros_time,odom_x,odom_y,odom_z,gt_x,gt_y,gt_z,drift_dx,drift_dy,drift_dz,drift_dist,source
1747218947.924131088,-0.000105611708706145,1.560802942368373e-05,0.0,-0.0025759251515302672,-0.00040049714185474983,0.0,0.0024703134428241224,0.00041610517127843355,0.0,0.0025051131749608086,odom
1747218948.057459083,-0.0001596562427941394,4.138594206207915e-05,0.0,-0.0025759251515302672,-0.00040049714185474983,0.0,0.0024162689087361276,0.00044188308391682895,0.0,0.002456342015920569,odom
1747218948.057459083,-0.0001596562427941394,4.138594206207915e-05,0.0,-0.0025708013829430776,-0.00040049655027685205,0.0,0.002411145140148938,0.0004418824923389312,0.0,0.002451301903866496,gt
1747218948.157501954,-0.00020362382276485982,6.226775227572867e-05,0.0,-0.0025708013829430776,-0.00040049655027685205,0.0,0.002367177560178218,0.0004627643025525807,0.0,0.002411986816118255,odom
1747218948.290814237,-0.00036845589873683046,5.2285279606807446e-05,0.0,-0.0025708013829430776,-0.00040049655027685205,0.0,0.0022023454842062472,0.0004527818298836595,0.0,0.0022484076626084616,odom
1747218948.290814237,-0.00036845589873683046,5.2285279606807446e-05,0.0,-0.0025653214818925907,-0.0004004961758505843,0.0,0.0021968655831557603,0.0004527814554573917,0.0,0.002243040221855242,gt
1747218948.424127628,-0.00032473833783081734,0.000365440388177765,0.0,-0.0025653214818925907,-0.0004004961758505843,0.0,0.0022405831440617733,0.0007659365640283492,0.0,0.0023678833682361333,odom
1747218948.524131293,-0.00037581160588603745,0.00042406381700570655,0.0,-0.0025653214818925907,-0.0004004961758505843,0.0,0.0021895098760065534,0.0008245599928562908,0.0,0.002339626611010697,odom
1747218948.524131293,-0.00037581160588603745,0.00042406381700570655,0.0,-0.00255950291654794,-0.00040049600795599716,0.0,0.0021836913106619026,0.0008245598249617036,0.0,0.0023341822219358054,gt
1747218948.657468968,-0.0002699461827898385,0.00026665595403524975,0.0,-0.00255950291654794,-0.00040049600795599716,0.0,0.0022895567337581015,0.0006671519619912469,0.0,0.0023847770917815015,odom
1747218948.757469224,-0.0003054468484571642,0.0003023143383009464,0.0,-0.00255950291654794,-0.00040049600795599716,0.0,0.0022540560680907756,0.0007028103462569436,0.0,0.0023610826205159893,odom
1747218948.757469224,-0.0003054468484571642,0.0003023143383009464,0.0,-0.0025533622994542426,-0.00040049603648650844,0.0,0.0022479154509970783,0.0007028103747874549,0.0,0.0023552210719463853,gt
1747218948.890793953,-0.0003555782740466147,0.00035229565009861136,0.0,-0.0025533622994542426,-0.00040049603648650844,0.0,0.0021977840254076278,0.0007527916865851198,0.0,0.002323133647840482,odom
1747218949.024130484,-5.4619261515432736e-05,0.00027823874864061384,0.0,-0.0025533622994542426,-0.00040049603648650844,0.0,0.00249874303793881,0.0006787347851271222,0.0,0.002589285167413824,odom
1747218949.157459899,-5.828413822730752e-05,0.00031487283413513445,0.0,-0.0025533622994542426,-0.00040049603648650844,0.0,0.002495078161226935,0.0007153688706216429,0.0,0.002595605449926099,odom
1747218949.157459899,-5.828413822730752e-05,0.00031487283413513445,0.0,-0.0025469154294004426,-0.0004004962518258104,0.0,0.002488631291173135,0.0007153690859609448,0.0,0.0025894089349800782,gt
1747218949.290828334,-0.0001462807236043001,1.6339145795524142e-05,0.0,-0.0025469154294004426,-0.0004004962518258104,0.0,0.0024006347057961425,0.0004168353976213345,0.0,0.002436554686310789,odom
1747218949.390853792,-0.00015904240819501585,8.789860641000898e-06,0.0,-0.0025469154294004426,-0.0004004962518258104,0.0,0.0023878730212054267,0.0004092861124668113,0.0,0.0024226953352121943,odom
1747218949.390853792,-0.00015904240819501585,8.789860641000898e-06,0.0,-0.00254017733124301,-0.00040049664482300074,0.0,0.002381134923047994,0.0004092865054640016,0.0,0.0024160544210165696,gt
1747218949.524173020,-0.00017701668295815729,-1.9145744862975506e-06,0.0,-0.00254017733124301,-0.00040049664482300074,0.0,0.0023631606482848524,0.0003985820703367032,0.0,0.002396538319409055,odom
1747218949.657456138,5.0442160805982126e-05,-0.0003166873830498877,0.0,-0.00254017733124301,-0.00040049664482300074,0.0,0.002590619492048992,8.380926177311302e-05,0.0,0.002591974796355692,odom
1747218949.657456138,5.0442160805982126e-05,-0.0003166873830498877,0.0,-0.002533162293784308,-0.00040049720677126643,0.0,0.00258360445459029,8.380982372137871e-05,0.0,0.0025849634551248493,gt
1747218949.757477473,6.109414903154085e-05,-0.0003573562353043914,0.0,-0.002533162293784308,-0.00040049720677126643,0.0,0.0025942564428158487,4.314097146687504e-05,0.0,0.0025946151226165794,odom
1747218949.857489215,7.204935997824607e-05,-0.00039957194260188737,0.0,-0.002533162293784308,-0.00040049720677126643,0.0,0.002605211653762554,9.252641693790619e-07,0.0,0.0026052118180704626,odom
1747218949.957522913,8.331130842546455e-05,-0.00044334810908296096,0.0,-0.002533162293784308,-0.00040049720677126643,0.0,0.0026164736022097723,-4.285090231169453e-05,0.0,0.0026168244707831492,odom
1747218949.957522913,8.331130842546455e-05,-0.00044334810908296096,0.0,-0.0025258839058011073,-0.00040049792938745554,0.0,0.0026091952142265717,-4.285017969550542e-05,0.0,0.002609547049555302,gt
1747218950.090814285,-0.00012769046157450634,-8.589772775599842e-05,0.0,-0.0025258839058011073,-0.00040049792938745554,0.0,0.002398193444226601,0.00031460020163145714,0.0,0.002418740391773785,odom
1747218950.224158555,-0.0001417352286493374,-9.389398376636797e-05,0.0,-0.0025258839058011073,-0.00040049792938745554,0.0,0.00238414867715177,0.0003066039456210876,0.0,0.0024037826220843998,odom
1747218950.357458281,-0.00015660514103906677,-0.00010211248780312525,0.0,-0.0025258839058011073,-0.00040049792938745554,0.0,0.0023692787647620404,0.00029838544158433027,0.0,0.002387994082258542,odom
1747218950.457463869,-0.0002575011491281166,-0.00030538296921193183,0.0,-0.0025258839058011073,-0.00040049792938745554,0.0,0.002268382756672991,9.511496017552371e-05,0.0,0.00227037600111095,odom
1747218950.457463869,-0.0002575011491281166,-0.00030538296921193183,0.0,-0.002518355090310509,-0.00040049880479120503,0.0,0.0022608539411823926,9.51158355792732e-05,0.0,0.0022628538542154904,gt
1747218950.590828856,-0.0002858108180441329,-0.00034045358845798156,0.0,-0.002518355090310509,-0.00040049880479120503,0.0,0.002232544272266376,6.004521633322347e-05,0.0,0.002233351596957789,odom
